"ID","Rating"
342,3
343,2
344,4
345,4
346,5
347,4
348,4
349,3
350,4
351,1
352,3
353,2
354,3
355,2
356,3
357,5
358,4
359,4
360,4
361,2
362,5
363,4
364,4
365,4
366,4
367,4
368,4
369,4
370,1
371,4
372,5
373,2
374,4
375,2
376,3
377,1
378,5
379,2
380,4
381,5
382,4
383,4
384,4
385,5
386,3
387,5
388,3
389,5
390,4
391,5
392,3
393,2
394,4
395,3
396,3
397,5
398,2
399,4
400,5
401,2
402,4
403,4
404,4
405,4
406,3
407,3
408,2
409,4
410,3
411,4
412,3
413,3
414,5
415,4
416,4
417,2
418,3
419,4
420,3
421,4
422,5
423,4
424,5
425,3
426,5
427,4
428,5
429,3
430,3
431,3
432,3
433,5
434,2
435,5
436,4
437,5
438,4
439,3
440,4
441,1
442,5
443,4
444,4
445,5
446,2
447,4
448,3
449,3
450,5
451,2
452,1
453,5
454,4
455,3
456,5
457,3
458,4
459,1
460,5
461,2
462,5
463,2
464,4
465,3
466,5
467,4
468,3
469,5
470,4
471,2
472,3
473,4
474,5
475,3
476,3
477,4
478,3
479,4
480,3
481,5
482,1
483,5
484,5
485,3
486,4
487,2
488,5
489,3
490,4
491,3
492,4
493,3
494,5
495,3
496,5
497,4
498,4
499,3
500,5
501,4
502,3
503,4
504,4
505,3
506,5
507,2
508,3
509,3
510,5
511,3
512,4
513,4
514,4
515,1
516,3
517,4
518,3
519,5
520,5
521,1
522,4
523,4
524,4
525,5
526,3
527,5
528,3
529,3
530,4
531,3
532,2
533,5
534,3
535,2
536,3
537,3
538,3
539,2
540,5
541,5
542,4
543,3
544,4
545,4
546,2
547,5
548,4
549,4
550,2
551,5
552,2
553,5
554,4
555,1
556,4
557,4
558,3
559,5
560,3
561,4
562,3
563,2
564,4
565,5
566,2
567,3
568,4
569,4
570,3
571,4
572,1
573,1
574,4
575,4
576,5
577,3
578,4
579,1
580,4
581,2
582,2
583,3
584,5
585,4
586,4
587,2
588,1
589,4
590,3
591,4
592,4
593,4
594,3
595,4
596,4
597,3
598,3
599,2
600,2
601,4
602,4
603,4
604,2
605,4
606,5
607,4
608,4
609,4
610,2
611,2
612,4
613,3
614,2
615,4
616,4
617,4
618,2
619,4
620,4
621,2
622,4
623,5
624,2
625,4
626,4
627,3
628,4
629,4
630,4
631,3
632,5
633,4
634,3
635,3
636,4
637,3
638,4
639,4
640,5
641,4
642,4
643,5
644,5
645,4
646,3
647,5
648,4
649,5
650,4
651,2
652,4
653,3
654,4
655,3
656,4
657,3
658,5
659,5
660,4
661,3
662,4
663,4
664,5
665,2
666,4
667,3
668,5
669,5
670,5
671,4
672,4
673,4
674,4
675,4
676,3
677,4
678,2
679,4
680,4
681,4
682,3
683,3
684,5
685,4
686,4
687,4
688,4
689,5
690,4
691,4
692,4
693,2
694,4
695,4
696,3
697,4
698,4
699,4
700,3
701,2
702,4
703,2
704,2
705,3
706,3
707,5
708,5
709,3
710,4
711,3
712,4
713,4
714,1
715,4
716,4
717,2
718,1
719,4
720,2
721,3
722,3
723,4
724,4
725,5
726,3
727,5
728,4
729,4
730,5
731,5
732,1
733,5
734,5
735,4
736,2
737,4
738,5
739,4
740,3
741,4
742,4
743,5
744,4
745,3
746,5
747,1
748,5
749,4
750,3
751,4
752,4
753,5
754,5
755,5
756,1
757,1
758,4
759,3
760,4
761,1
762,3
763,5
764,5
765,4
766,2
767,5
768,5
769,3
770,2
771,3
772,3
773,1
774,3
775,2
776,2
777,3
778,4
779,5
780,4
781,3
782,4
783,5
784,5
785,1
786,1
787,4
788,4
789,4
790,1
791,4
792,3
793,5
794,2
795,4
796,4
797,3
798,4
799,5
800,4
801,4
802,5
803,3
804,4
805,4
806,4
807,2
808,1
809,4
810,3
811,5
812,2
813,2
814,4
815,2
816,4
817,4
818,3
819,3
820,4
821,2
822,4
823,4
824,5
825,3
826,3
827,5
828,4
829,5
830,5
831,4
832,3
833,3
834,2
835,4
836,4
837,5
838,3
839,4
840,5
841,4
842,5
843,4
844,4
845,3
846,4
847,2
848,4
849,4
850,4
851,4
852,3
853,3
854,4
855,3
856,1
857,3
858,4
859,4
860,4
861,3
862,3
863,3
864,5
865,4
866,4
867,2
868,4
869,2
870,5
871,5
872,5
873,4
874,3
875,5
876,3
877,4
878,3
879,4
880,3
881,4
882,4
883,3
884,3
885,4
886,3
887,3
888,5
889,4
890,3
891,4
892,4
893,4
894,3
895,4
896,3
897,4
898,2
899,4
900,3
901,3
902,3
903,4
904,3
905,3
906,3
907,4
908,3
909,4
910,4
911,5
912,1
913,4
914,4
915,3
916,4
917,1
918,5
919,3
920,3
921,2
922,5
923,2
924,4
925,4
926,5
927,4
928,5
929,5
930,4
931,5
932,1
933,4
934,2
935,4
936,4
937,2
938,4
939,5
940,3
941,4
942,5
943,4
944,3
945,4
946,5
947,5
948,5
949,2
950,4
951,1
952,4
953,5
954,5
955,3
956,4
957,4
958,4
959,4
960,4
961,3
962,5
963,3
964,5
965,4
966,3
967,3
968,3
969,2
970,3
971,5
972,5
973,5
974,4
975,1
976,4
977,5
978,4
979,4
980,3
981,4
982,3
983,3
984,2
985,1
986,4
987,3
988,1
989,4
990,2
991,4
992,5
993,4
994,4
995,3
996,4
997,5
998,5
999,3
1000,5
1001,4
1002,5
1003,4
1004,4
1005,2
1006,2
1007,4
1008,4
1009,5
1010,5
1011,2
1012,4
1013,4
1014,4
1015,4
1016,3
1017,4
1018,5
1019,3
1020,5
1021,3
1022,3
1023,3
1024,1
1025,3
1026,5
1027,4
1028,3
1029,2
1030,5
1031,4
1032,3
1033,2
1034,3
1035,4
1036,4
1037,4
1038,5
1039,4
1040,4
1041,1
1042,4
1043,3
1044,2
1045,3
1046,1
1047,4
1048,3
1049,5
1050,5
1051,4
1052,5
1053,3
1054,5
1055,3
1056,3
1057,4
1058,4
1059,3
1060,5
1061,1
1062,5
1063,4
1064,3
1065,5
1066,5
1067,1
1068,3
1069,4
1070,3
1071,3
1072,5
1073,5
1074,4
1075,4
1076,3
1077,4
1078,4
1079,5
1080,4
1081,3
1082,2
1083,4
1084,4
1085,4
1086,5
1087,4
1088,4
1089,2
1090,4
1091,4
1092,4
1093,2
1094,5
1095,4
1096,3
1097,4
1098,2
1099,1
1100,4
1101,4
1102,4
1103,3
1104,3
1105,4
1106,5
1107,5
1108,3
1109,5
1110,3
1111,3
1112,3
1113,3
1114,3
1115,3
1116,1
1117,2
1118,4
1119,5
1120,4
1121,3
1122,5
1123,4
1124,4
1125,3
1126,3
1127,5
1128,4
1129,4
1130,4
1131,2
1132,1
1133,5
1134,5
1135,3
1136,4
1137,4
1138,3
1139,5
1140,4
1141,4
1142,4
1143,2
1144,4
1145,5
1146,4
1147,3
1148,4
1149,4
1150,5
1151,3
1152,4
1153,3
1154,3
1155,1
1156,5
1157,4
1158,1
1159,3
1160,2
1161,3
1162,3
1163,5
1164,3
1165,3
1166,3
1167,3
1168,3
1169,5
1170,4
1171,5
1172,4
1173,4
1174,4
1175,5
1176,2
1177,2
1178,4
1179,4
1180,3
1181,3
1182,3
1183,3
1184,3
1185,4
1186,5
1187,4
1188,1
1189,3
1190,4
1191,4
1192,3
1193,5
1194,3
1195,4
1196,3
1197,3
1198,4
1199,4
1200,3
1201,3
1202,4
1203,3
1204,5
1205,2
1206,1
1207,4
1208,2
1209,4
1210,1
1211,1
1212,4
1213,3
1214,5
1215,5
1216,1
1217,4
1218,3
1219,2
1220,4
1221,4
1222,4
1223,5
1224,4
1225,4
1226,3
1227,2
1228,3
1229,1
1230,4
1231,5
1232,2
1233,3
1234,4
1235,4
1236,3
1237,5
1238,5
1239,3
1240,3
1241,4
1242,3
1243,3
1244,5
1245,4
1246,2
1247,5
1248,4
1249,5
1250,5
1251,4
1252,3
1253,4
1254,5
1255,4
1256,3
1257,3
1258,4
1259,5
1260,5
1261,4
1262,4
1263,4
1264,3
1265,3
1266,4
1267,4
1268,5
1269,3
1270,4
1271,2
1272,5
1273,4
1274,3
1275,2
1276,5
1277,3
1278,3
1279,3
1280,3
1281,2
1282,2
1283,5
1284,4
1285,4
1286,2
1287,5
1288,5
1289,4
1290,3
1291,2
1292,5
1293,5
1294,3
1295,3
1296,4
1297,2
1298,3
1299,5
1300,2
1301,3
1302,3
1303,2
1304,5
1305,4
1306,4
1307,2
1308,3
1309,4
1310,5
1311,5
1312,5
1313,2
1314,4
1315,1
1316,5
1317,3
1318,3
1319,4
1320,2
1321,1
1322,4
1323,1
1324,1
1325,1
1326,4
1327,5
1328,4
1329,1
1330,3
1331,5
1332,4
1333,4
1334,4
1335,4
1336,5
1337,3
1338,3
1339,3
1340,5
1341,4
1342,3
1343,3
1344,2
1345,5
1346,2
1347,4
1348,3
1349,5
1350,4
1351,5
1352,4
1353,5
1354,4
1355,3
1356,2
1357,3
1358,3
1359,5
1360,3
1361,4
1362,3
1363,3
1364,5
1365,3
1366,5
1367,4
1368,2
1369,2
1370,5
1371,5
1372,4
1373,5
1374,3
1375,5
1376,3
1377,3
1378,4
1379,2
1380,3
1381,4
1382,5
1383,3
1384,5
1385,3
1386,4
1387,3
1388,5
1389,5
1390,4
1391,3
1392,1
1393,4
1394,2
1395,3
1396,2
1397,5
1398,3
1399,3
1400,4
1401,3
1402,3
1403,4
1404,5
1405,1
1406,4
1407,3
1408,5
1409,4
1410,5
1411,4
1412,4
1413,2
1414,3
1415,4
1416,2
1417,3
1418,3
1419,5
1420,3
1421,4
1422,3
1423,3
1424,3
1425,3
1426,3
1427,5
1428,4
1429,4
1430,4
1431,4
1432,2
1433,4
1434,1
1435,3
1436,1
1437,4
1438,4
1439,3
1440,4
1441,4
1442,5
1443,4
1444,4
1445,2
1446,5
1447,4
1448,4
1449,4
1450,3
1451,3
1452,3
1453,5
1454,4
1455,3
1456,5
1457,5
1458,1
1459,3
1460,2
1461,3
1462,4
1463,5
1464,3
1465,4
1466,3
1467,3
1468,4
1469,5
1470,5
1471,4
1472,2
1473,4
1474,4
1475,4
1476,3
1477,4
1478,4
1479,3
1480,5
1481,5
1482,5
1483,1
1484,4
1485,2
1486,3
1487,3
1488,2
1489,5
1490,3
1491,5
1492,4
1493,4
1494,4
1495,4
1496,4
1497,4
1498,4
1499,5
1500,5
1501,4
1502,5
1503,3
1504,3
1505,3
1506,4
1507,5
1508,4
1509,5
1510,3
1511,3
1512,1
1513,4
1514,5
1515,3
1516,4
1517,3
1518,3
1519,3
1520,3
1521,3
1522,5
1523,4
1524,4
1525,3
1526,4
1527,5
1528,4
1529,5
1530,4
1531,2
1532,4
1533,4
1534,3
1535,4
1536,5
1537,3
1538,4
1539,5
1540,4
1541,3
1542,5
1543,4
1544,1
1545,5
1546,2
1547,5
1548,4
1549,2
1550,3
1551,2
1552,3
1553,3
1554,4
1555,5
1556,4
1557,2
1558,2
1559,4
1560,4
1561,2
1562,4
1563,3
1564,3
1565,4
1566,3
1567,5
1568,4
1569,5
1570,4
1571,4
1572,3
1573,4
1574,5
1575,5
1576,4
1577,4
1578,2
1579,3
1580,5
1581,5
1582,5
1583,3
1584,4
1585,5
1586,4
1587,2
1588,5
1589,4
1590,3
1591,4
1592,5
1593,3
1594,5
1595,5
1596,3
1597,4
1598,3
1599,4
1600,4
1601,3
1602,3
1603,4
1604,2
1605,4
1606,3
1607,5
1608,3
1609,5
1610,1
1611,4
1612,3
1613,5
1614,3
1615,3
1616,5
1617,2
1618,4
1619,4
1620,3
1621,4
1622,3
1623,3
1624,4
1625,2
1626,4
1627,3
1628,2
1629,2
1630,4
1631,5
1632,4
1633,3
1634,5
1635,4
1636,1
1637,4
1638,3
1639,4
1640,4
1641,5
1642,5
1643,5
1644,4
1645,3
1646,3
1647,2
1648,5
1649,4
1650,5
1651,4
1652,5
1653,4
1654,5
1655,3
1656,4
1657,4
1658,4
1659,2
1660,2
1661,3
1662,5
1663,5
1664,4
1665,5
1666,4
1667,5
1668,3
1669,3
1670,3
1671,3
1672,4
1673,5
1674,3
1675,3
1676,5
1677,3
1678,3
1679,4
1680,2
1681,4
1682,4
1683,1
1684,3
1685,1
1686,4
1687,5
1688,3
1689,4
1690,3
1691,3
1692,5
1693,4
1694,3
1695,2
1696,3
1697,4
1698,1
1699,3
1700,3
1701,5
1702,4
1703,4
1704,5
1705,4
1706,3
1707,3
1708,4
1709,4
1710,5
1711,3
1712,5
1713,4
1714,4
1715,4
1716,5
1717,3
1718,4
1719,5
1720,5
1721,4
1722,4
1723,4
1724,5
1725,5
1726,3
1727,4
1728,1
1729,3
1730,3
1731,3
1732,2
1733,5
1734,1
1735,4
1736,4
1737,4
1738,4
1739,3
1740,5
1741,4
1742,3
1743,2
1744,1
1745,5
1746,3
1747,4
1748,3
1749,5
1750,3
1751,4
1752,3
1753,2
1754,4
1755,5
1756,4
1757,4
1758,3
1759,3
1760,3
1761,4
1762,4
1763,4
1764,2
1765,4
1766,3
1767,5
1768,4
1769,2
1770,5
1771,3
1772,1
1773,5
1774,5
1775,4
1776,3
1777,3
1778,4
1779,5
1780,3
1781,2
1782,4
1783,1
1784,3
1785,2
1786,4
1787,5
1788,5
1789,2
1790,4
1791,4
1792,5
1793,5
1794,3
1795,4
1796,4
1797,4
1798,4
1799,5
1800,4
1801,4
1802,1
1803,3
1804,4
1805,3
1806,5
1807,4
1808,4
1809,5
1810,4
1811,3
1812,5
1813,2
1814,1
1815,3
1816,4
1817,3
1818,5
1819,4
1820,5
1821,2
1822,3
1823,5
1824,4
1825,4
1826,3
1827,2
1828,3
1829,4
1830,4
1831,4
1832,3
1833,4
1834,3
1835,3
1836,4
1837,1
1838,1
1839,5
1840,5
1841,4
1842,3
1843,4
1844,4
1845,4
1846,2
1847,4
1848,3
1849,5
1850,4
1851,4
1852,4
1853,5
1854,3
1855,3
1856,4
1857,4
1858,3
1859,4
1860,4
1861,4
1862,4
1863,3
1864,4
1865,5
1866,1
1867,4
1868,4
1869,3
1870,3
1871,4
1872,3
1873,1
1874,4
1875,3
1876,3
1877,4
1878,4
1879,5
1880,5
1881,4
1882,3
1883,5
1884,4
1885,5
1886,4
1887,5
1888,4
1889,5
1890,3
1891,2
1892,4
1893,5
1894,4
1895,4
1896,4
1897,4
1898,3
1899,5
1900,4
1901,2
1902,5
1903,3
1904,3
1905,3
1906,3
1907,3
1908,4
1909,3
1910,3
1911,4
1912,4
1913,4
1914,4
1915,4
1916,4
1917,3
1918,3
1919,4
1920,4
1921,3
1922,4
1923,5
1924,5
1925,4
1926,5
1927,4
1928,5
1929,3
1930,4
1931,3
1932,3
1933,4
1934,2
1935,2
1936,3
1937,5
1938,4
1939,2
1940,3
1941,3
1942,5
1943,5
1944,3
1945,4
1946,3
1947,1
1948,4
1949,4
1950,3
1951,1
1952,3
1953,4
1954,5
1955,3
1956,5
1957,4
1958,2
1959,3
1960,4
1961,5
1962,2
1963,1
1964,3
1965,4
1966,3
1967,4
1968,1
1969,4
1970,5
1971,1
1972,1
1973,4
1974,5
1975,4
1976,3
1977,2
1978,4
1979,2
1980,3
1981,4
1982,3
1983,4
1984,3
1985,4
1986,4
1987,4
1988,4
1989,5
1990,4
1991,3
1992,4
1993,3
1994,3
1995,4
1996,4
1997,4
1998,2
1999,3
2000,4
2001,4
2002,5
2003,2
2004,4
2005,3
2006,5
2007,3
2008,5
2009,3
2010,1
2011,4
2012,4
2013,2
2014,5
2015,3
2016,1
2017,5
2018,1
2019,4
2020,5
2021,4
2022,1
2023,3
2024,1
2025,5
2026,4
2027,3
2028,4
2029,3
2030,5
2031,5
2032,4
2033,1
2034,3
2035,4
2036,3
2037,4
2038,4
2039,3
2040,3
2041,1
2042,4
2043,3
2044,5
2045,4
2046,2
2047,3
2048,5
2049,4
2050,5
2051,3
2052,2
2053,4
2054,4
2055,4
2056,4
2057,4
2058,4
2059,4
2060,5
2061,4
2062,2
2063,3
2064,3
2065,4
2066,5
2067,2
2068,4
2069,3
2070,5
2071,4
2072,3
2073,5
2074,5
2075,5
2076,4
2077,5
2078,4
2079,4
2080,4
2081,3
2082,3
2083,3
2084,5
2085,3
2086,5
2087,2
2088,3
2089,3
2090,4
2091,5
2092,5
2093,3
2094,5
2095,5
2096,4
2097,3
2098,3
2099,4
2100,4
2101,4
2102,4
2103,5
2104,3
2105,4
2106,5
2107,3
2108,3
2109,4
2110,5
2111,2
2112,4
2113,4
2114,4
2115,5
2116,5
2117,5
2118,5
2119,5
2120,4
2121,4
2122,4
2123,3
2124,3
2125,2
2126,2
2127,5
2128,1
2129,2
2130,3
2131,3
2132,4
2133,4
2134,3
2135,3
2136,4
2137,3
2138,5
2139,4
2140,1
2141,1
2142,5
2143,3
2144,5
2145,1
2146,2
2147,4
2148,4
2149,3
2150,4
2151,4
2152,5
2153,5
2154,4
2155,5
2156,3
2157,5
2158,4
2159,3
2160,2
2161,3
2162,1
2163,4
2164,4
2165,5
2166,5
2167,4
2168,2
2169,3
2170,4
2171,3
2172,2
2173,5
2174,4
2175,5
2176,3
2177,2
2178,4
2179,3
2180,2
2181,4
2182,4
2183,1
2184,4
2185,4
2186,3
2187,2
2188,5
2189,4
2190,4
2191,4
2192,2
2193,4
2194,4
2195,5
2196,5
2197,4
2198,3
2199,3
2200,2
2201,4
2202,3
2203,5
2204,2
2205,5
2206,5
2207,3
2208,4
2209,2
2210,5
2211,3
2212,4
2213,4
2214,4
2215,5
2216,4
2217,3
2218,4
2219,5
2220,2
2221,1
2222,4
2223,3
2224,5
2225,5
2226,4
2227,3
2228,4
2229,4
2230,4
2231,2
2232,4
2233,5
2234,4
2235,3
2236,3
2237,4
2238,3
2239,5
2240,4
2241,5
2242,4
2243,4
2244,3
2245,5
2246,1
2247,1
2248,5
2249,4
2250,4
2251,4
2252,5
2253,4
2254,4
2255,3
2256,5
2257,4
2258,4
2259,3
2260,3
2261,2
2262,3
2263,5
2264,4
2265,4
2266,4
2267,2
2268,4
2269,3
2270,5
2271,5
2272,1
2273,4
2274,5
2275,3
2276,4
2277,3
2278,5
2279,4
2280,3
2281,4
2282,3
2283,3
2284,3
2285,4
2286,4
2287,4
2288,5
2289,3
2290,5
2291,2
2292,3
2293,4
2294,2
2295,4
2296,4
2297,3
2298,1
2299,3
2300,3
2301,4
2302,4
2303,2
2304,4
2305,4
2306,4
2307,4
2308,4
2309,4
2310,3
2311,3
2312,5
2313,4
2314,4
2315,4
2316,3
2317,5
2318,2
2319,3
2320,3
2321,3
2322,4
2323,3
2324,3
2325,4
2326,5
2327,3
2328,5
2329,3
2330,2
2331,5
2332,5
2333,2
2334,4
2335,5
2336,4
2337,2
2338,4
2339,5
2340,5
2341,5
2342,3
2343,4
2344,3
2345,5
2346,3
2347,4
2348,3
2349,2
2350,4
2351,5
2352,3
2353,3
2354,1
2355,2
2356,3
2357,4
2358,5
2359,3
2360,4
2361,2
2362,4
2363,4
2364,3
2365,3
2366,4
2367,2
2368,2
2369,4
2370,4
2371,1
2372,3
2373,3
2374,3
2375,5
2376,1
2377,5
2378,2
2379,2
2380,4
2381,1
2382,3
2383,3
2384,4
2385,4
2386,4
2387,4
2388,4
2389,4
2390,4
2391,5
2392,2
2393,5
2394,4
2395,4
2396,3
2397,3
2398,4
2399,5
2400,3
2401,5
2402,3
2403,5
2404,4
2405,4
2406,4
2407,5
2408,4
2409,4
2410,5
2411,3
2412,3
2413,3
2414,5
2415,4
2416,5
2417,4
2418,5
2419,3
2420,5
2421,5
2422,4
2423,3
2424,3
2425,5
2426,3
2427,3
2428,4
2429,4
2430,4
2431,1
2432,4
2433,3
2434,4
2435,2
2436,5
2437,5
2438,3
2439,5
2440,3
2441,3
2442,3
2443,5
2444,4
2445,4
2446,1
2447,3
2448,4
2449,5
2450,4
2451,3
2452,3
2453,5
2454,5
2455,2
2456,3
2457,3
2458,2
2459,4
2460,5
2461,4
2462,4
2463,5
2464,5
2465,4
2466,4
2467,3
2468,2
2469,4
2470,3
2471,5
2472,3
2473,2
2474,4
2475,4
2476,2
2477,3
2478,3
2479,3
2480,4
2481,4
2482,2
2483,5
2484,2
2485,5
2486,2
2487,3
2488,4
2489,3
2490,2
2491,2
2492,2
2493,5
2494,3
2495,3
2496,3
2497,2
2498,4
2499,3
2500,3
2501,3
2502,1
2503,3
2504,5
2505,4
2506,5
2507,3
2508,3
2509,3
2510,1
2511,5
2512,5
2513,4
2514,5
2515,4
2516,3
2517,4
2518,3
2519,4
2520,5
2521,4
2522,4
2523,2
2524,5
2525,4
2526,1
2527,5
2528,5
2529,4
2530,1
2531,5
2532,3
2533,4
2534,5
2535,4
2536,2
2537,5
2538,3
2539,1
2540,5
2541,3
2542,4
2543,4
2544,3
2545,3
2546,5
2547,4
2548,5
2549,4
2550,2
2551,4
2552,3
2553,4
2554,3
2555,2
2556,3
2557,5
2558,3
2559,3
2560,4
2561,5
2562,4
2563,3
2564,2
2565,3
2566,1
2567,4
2568,1
2569,5
2570,4
2571,1
2572,5
2573,2
2574,3
2575,4
2576,3
2577,1
2578,4
2579,5
2580,2
2581,3
2582,3
2583,1
2584,4
2585,5
2586,4
2587,5
2588,5
2589,5
2590,3
2591,5
2592,4
2593,3
2594,4
2595,4
2596,3
2597,3
2598,3
2599,4
2600,4
2601,5
2602,4
2603,1
2604,5
2605,5
2606,2
2607,3
2608,3
2609,3
2610,4
2611,2
2612,4
2613,4
2614,4
2615,5
2616,5
2617,3
2618,4
2619,3
2620,1
2621,2
2622,4
2623,4
2624,2
2625,3
2626,3
2627,2
2628,2
2629,3
2630,4
2631,2
2632,5
2633,5
2634,2
2635,3
2636,3
2637,4
2638,3
2639,4
2640,2
2641,5
2642,3
2643,3
2644,2
2645,4
2646,2
2647,5
2648,3
2649,5
2650,3
2651,4
2652,5
2653,3
2654,3
2655,5
2656,4
2657,4
2658,4
2659,3
2660,4
2661,2
2662,5
2663,3
2664,5
2665,4
2666,4
2667,3
2668,4
2669,3
2670,5
2671,3
2672,3
2673,3
2674,2
2675,5
2676,3
2677,2
2678,3
2679,4
2680,3
2681,5
2682,1
2683,1
2684,5
2685,4
2686,3
2687,4
2688,3
2689,3
2690,2
2691,5
2692,3
2693,4
2694,4
2695,5
2696,3
2697,5
2698,5
2699,2
2700,5
2701,1
2702,3
2703,4
2704,3
2705,5
2706,2
2707,4
2708,3
2709,4
2710,2
2711,5
2712,4
2713,5
2714,2
2715,4
2716,4
2717,3
2718,4
2719,4
2720,4
2721,3
2722,4
2723,3
2724,3
2725,3
2726,5
2727,3
2728,1
2729,2
2730,3
2731,3
2732,4
2733,3
2734,1
2735,5
2736,4
2737,4
2738,4
2739,5
2740,3
2741,4
2742,5
2743,4
2744,3
2745,2
2746,4
2747,3
2748,1
2749,3
2750,4
2751,4
2752,2
2753,3
2754,2
2755,1
2756,5
2757,5
2758,4
2759,4
2760,5
2761,5
2762,5
2763,3
2764,5
2765,4
2766,4
2767,4
2768,3
2769,4
2770,4
2771,3
2772,4
2773,2
2774,1
2775,1
2776,1
2777,5
2778,3
2779,3
2780,3
2781,4
2782,5
2783,3
2784,4
2785,4
2786,4
2787,3
2788,5
2789,2
2790,4
2791,4
2792,4
2793,4
2794,4
2795,5
2796,4
2797,4
2798,2
2799,4
2800,5
2801,2
2802,4
2803,4
2804,4
2805,3
2806,2
2807,4
2808,1
2809,3
2810,5
2811,3
2812,5
2813,3
2814,4
2815,3
2816,3
2817,3
2818,2
2819,5
2820,5
2821,2
2822,3
2823,3
2824,4
2825,3
2826,5
2827,1
2828,5
2829,5
2830,4
2831,2
2832,3
2833,3
2834,3
2835,4
2836,5
2837,3
2838,3
2839,5
2840,3
2841,3
2842,4
2843,1
2844,5
2845,4
2846,5
2847,3
2848,4
2849,3
2850,5
2851,2
2852,3
2853,4
2854,4
2855,4
2856,4
2857,3
2858,3
2859,3
2860,4
2861,4
2862,4
2863,3
2864,3
2865,1
2866,1
2867,4
2868,3
2869,5
2870,5
2871,3
2872,4
2873,2
2874,4
2875,3
2876,5
2877,2
2878,4
2879,4
2880,2
2881,4
2882,4
2883,1
2884,4
2885,5
2886,2
2887,5
2888,5
2889,4
2890,5
2891,3
2892,4
2893,4
2894,4
2895,4
2896,4
2897,5
2898,1
2899,2
2900,2
2901,5
2902,5
2903,3
2904,5
2905,3
2906,5
2907,4
2908,5
2909,4
2910,3
2911,4
2912,4
2913,2
2914,3
2915,5
2916,4
2917,2
2918,2
2919,2
2920,5
2921,3
2922,1
2923,4
2924,3
2925,4
2926,3
2927,2
2928,2
2929,2
2930,4
2931,5
2932,4
2933,5
2934,5
2935,5
2936,2
2937,5
2938,4
2939,3
2940,3
2941,5
2942,5
2943,4
2944,5
2945,4
2946,3
2947,5
2948,3
2949,4
2950,3
2951,5
2952,5
2953,5
2954,3
2955,4
2956,4
2957,5
2958,4
2959,3
2960,1
2961,4
2962,5
2963,5
2964,4
2965,1
2966,3
2967,3
2968,4
2969,4
2970,2
2971,5
2972,5
2973,3
2974,4
2975,4
2976,2
2977,5
2978,5
2979,4
2980,1
2981,5
2982,1
2983,4
2984,4
2985,3
2986,3
2987,5
2988,4
2989,3
2990,4
2991,4
2992,5
2993,4
2994,5
2995,1
2996,4
